answer,antworten,EN-GE
increase,"erhöhen, ansteigen",EN-GE
oven,ofen,EN-GE
quite,ganz,EN-GE
scared,erschrocken,EN-GE
single,single,EN-GE
sound,klingen,EN-GE
again,aufs neue,EN-GE
community,gemeinschaft,EN-GE
definition,definition,EN-GE
focus,fokus,EN-GE
individual,person,EN-GE
matter,angelegenheit,EN-GE
safety,sicherheit,EN-GE
turn,wende,EN-GE
everything,alles,EN-GE
kind,art,EN-GE
quality,qualität,EN-GE
soil,boden,EN-GE
ask,fragen,EN-GE
board,tafel,EN-GE
buy,kaufen,EN-GE
development,entwicklung,EN-GE
guard,bewachen,EN-GE
hold,halten,EN-GE
language,sprache,EN-GE
later,später,EN-GE
main,main,EN-GE
offer,angebot,EN-GE
oil,öl,EN-GE
picture,bild,EN-GE
potential,potenzial,EN-GE
professional,professional,EN-GE
rather,lieber,EN-GE
access,zugriff,EN-GE
additional,zusätzlich,EN-GE
almost,fast,EN-GE
especially,insbesondere,EN-GE
garden,garten,EN-GE
international,international,EN-GE
lower,niedriger,EN-GE
management,management,EN-GE
open,öffnen,EN-GE
player,spieler,EN-GE
range,angebot,EN-GE
rate,preis,EN-GE
reason,grund,EN-GE
travel,reise,EN-GE
variety,vielfalt,EN-GE
video,video,EN-GE
week,woche,EN-GE
above,über,EN-GE
according,entsprechend,EN-GE
cook,koch,EN-GE
determine,bestimmen,EN-GE
future,zukunft,EN-GE
site,standort,EN-GE
alternative,alternative,EN-GE
demand,nachfrage,EN-GE
ever,jemals,EN-GE
exercise,übung,EN-GE
following,folgen,EN-GE
image,image,EN-GE
quickly,schnell,EN-GE
special,besondere,EN-GE
working,arbeiten,EN-GE
case,fall,EN-GE
cause,ursache,EN-GE
coast,küste,EN-GE
probably,wahrscheinlich,EN-GE
security,sicherheit,EN-GE
true,wahr,EN-GE
whole,ganze,EN-GE
action,aktion,EN-GE
age,alter,EN-GE
among,unter,EN-GE
bad,schlecht,EN-GE
boat,boot,EN-GE
country,land,EN-GE
dance,tanzen,EN-GE
exam,prüfung,EN-GE
excuse,ausrede,EN-GE
grow,größer werden,EN-GE
movie,film,EN-GE
organization,organisation,EN-GE
record,aufzeichnen,EN-GE
result,ergebnis,EN-GE
section,abschnitt,EN-GE
across,über,EN-GE
already,bereits,EN-GE
below,unten,EN-GE
building,gebäude,EN-GE
mouse,maus,EN-GE
allow,zulassen,EN-GE
cash,kasse,EN-GE
class,klasse,EN-GE
clear,klar,EN-GE
dry,trocken,EN-GE
easy,einfach,EN-GE
emotional,emotional,EN-GE
equipment,ausrüstung,EN-GE
live,leben,EN-GE
nothing,nichts,EN-GE
period,periode,EN-GE
physics,physik,EN-GE
plan,planen,EN-GE
store,geschäft,EN-GE
tax,steuer,EN-GE
analysis,analyse,EN-GE
cold,kalt,EN-GE
commercial,kommerziell,EN-GE
directly,direkt,EN-GE
full,voll,EN-GE
involved,beteiligt,EN-GE
itself,selbst,EN-GE
low,niedrig,EN-GE
old,alt,EN-GE
policy,politik,EN-GE
political,politisch,EN-GE
purchase,kauf,EN-GE
series,serie,EN-GE
side,seite,EN-GE
subject,fach,EN-GE
supply,liefern,EN-GE
therefore,deswegen,EN-GE
thought,gedanke,EN-GE
basis,basis,EN-GE
boyfriend,freund,EN-GE
deal,deal,EN-GE
direction,richtung,EN-GE
mean,bedeuten,EN-GE
primary,primär,EN-GE
space,raum,EN-GE
strategy,strategie,EN-GE
technology,technologie,EN-GE
worth,wert,EN-GE
army,armee,EN-GE
camera,kamera,EN-GE
fall,fall,EN-GE
freedom,freiheit,EN-GE
paper,papier-,EN-GE
rule,regel,EN-GE
similar,ähnlich,EN-GE
stock,stock,EN-GE
weather,wetter,EN-GE
yet,noch,EN-GE
bring,bringen,EN-GE
chance,chance,EN-GE
environment,umwelt,EN-GE
everyone,jeder,EN-GE
figure,zahl,EN-GE
improve,verbessern,EN-GE
man,mann,EN-GE
model,modell-,EN-GE
necessary,notwendig,EN-GE
positive,positiv,EN-GE
produce,produzieren,EN-GE
search,suche,EN-GE
source,quelle,EN-GE
beginning,anfang,EN-GE
child,kind,EN-GE
earth,erde,EN-GE
else,sonst,EN-GE
healthy,gesund,EN-GE
instance,beispiel,EN-GE
maintain,pflegen,EN-GE
month,monat,EN-GE
present,geschenk,EN-GE
program,programm,EN-GE
spend,verbringen,EN-GE
talk,sich unterhalten,EN-GE
truth,wahrheit,EN-GE
upset,verärgert,EN-GE
begin,start,EN-GE
chicken,hähnchen,EN-GE
close,schließen,EN-GE
creative,kreativ,EN-GE
design,entwurf,EN-GE
feature,feature,EN-GE
financial,finanziellen,EN-GE
head,kopf,EN-GE
marketing,marketing,EN-GE
material,stoff,EN-GE
medical,medizinisch,EN-GE
purpose,zweck,EN-GE
question,frage,EN-GE
rock,rock,EN-GE
salt,salz,EN-GE
tell,sagen,EN-GE
themselves,sich,EN-GE
traditional,traditionellen,EN-GE
university,universität,EN-GE
writing,schreiben,EN-GE
act,handlung,EN-GE
article,artikel,EN-GE
birth,geburt,EN-GE
car,auto,EN-GE
cost,kosten,EN-GE
department,abteilung,EN-GE
difference,unterschied,EN-GE
dog,hund,EN-GE
drive,fahrt,EN-GE
exist,existieren,EN-GE
federal,föderal,EN-GE
goal,tor,EN-GE
green,grün,EN-GE
late,spät,EN-GE
news,nachrichten,EN-GE
object,objekt,EN-GE
scale,rahmen,EN-GE
sun,sonne,EN-GE
support,unterstützen,EN-GE
tend,neigen,EN-GE
thus,so,EN-GE
audience,publikum,EN-GE
enjoy,genießen,EN-GE
entire,ganz,EN-GE
fishing,angeln,EN-GE
fit,passen,EN-GE
glad,froh,EN-GE
growth,wachstum,EN-GE
income,einkommen,EN-GE
marriage,ehe,EN-GE
note,hinweis,EN-GE
perform,ausführen,EN-GE
profit,profitieren,EN-GE
proper,ordnungsgemäß,EN-GE
related,bezogen,EN-GE
remove,entfernen,EN-GE
rent,miete,EN-GE
return,rückkehr,EN-GE
run,lauf,EN-GE
speed,geschwindigkeit,EN-GE
strong,stark,EN-GE
style,stil,EN-GE
throughout,während,EN-GE
user,benutzer,EN-GE
war,krieg,EN-GE
actual,tatsächlich,EN-GE
appropriate,angemessen,EN-GE
bank,bank,EN-GE
combination,kombination,EN-GE
complex,komplex,EN-GE
content,inhalt,EN-GE
craft,kunst,EN-GE
due,während,EN-GE
easily,leicht,EN-GE
effective,wirksam,EN-GE
eventually,schließlich,EN-GE
exactly,genau,EN-GE
failure,fehler,EN-GE
half,hälfte,EN-GE
inside,innen,EN-GE
meaning,bedeutung,EN-GE
medicine,medizin,EN-GE
middle,mitte,EN-GE
outside,draußen,EN-GE
philosophy,philosophie,EN-GE
regular,regulär,EN-GE
reserve,reservieren,EN-GE
standard,standard,EN-GE
bus,bus,EN-GE
decide,entscheiden,EN-GE
exchange,austausch-,EN-GE
eye,auge,EN-GE
fast,schnell,EN-GE
fire,feuer,EN-GE
identify,identifizieren,EN-GE
independent,unabhängig,EN-GE
leave,verlassen,EN-GE
original,original,EN-GE
position,position,EN-GE
pressure,druck,EN-GE
reach,erreichen,EN-GE
rest,sich ausruhen,EN-GE
serve,dienen,EN-GE
stress,stress,EN-GE
teacher,lehrer,EN-GE
watch,uhr,EN-GE
wide,breit,EN-GE
advantage,vorteil,EN-GE
beautiful,schön,EN-GE
benefit,vorteil,EN-GE
box,box,EN-GE
charge,berechnen,EN-GE
communication,kommunikation,EN-GE
complete,komplett,EN-GE
continue,fortsetzen,EN-GE
frame,rahmen,EN-GE
issue,problem,EN-GE
limited,begrenzt,EN-GE
night,nacht-,EN-GE
protect,schützen,EN-GE
require,erfordern,EN-GE
significant,signifikant,EN-GE
step,schritt,EN-GE
successful,erfolgreich,EN-GE
unless,es sei denn,EN-GE
active,aktiv,EN-GE
break,unterbrechung,EN-GE
chemistry,chemie,EN-GE
cycle,zyklus,EN-GE
disease,krankheit,EN-GE
disk,scheibe,EN-GE
electrical,elektrisch,EN-GE
energy,energie,EN-GE
expensive,teuer,EN-GE
face,gesicht,EN-GE
interested,interessiert,EN-GE
item,artikel,EN-GE
metal,metall,EN-GE
nation,nation,EN-GE
negative,negativ,EN-GE
occur,auftreten,EN-GE
paint,farbe,EN-GE
pregnant,schwanger,EN-GE
review,überprüfung,EN-GE
road,straße,EN-GE
role,rolle,EN-GE
room,zimmer,EN-GE
safe,safe,EN-GE
screen,bildschirm,EN-GE
soup,suppe,EN-GE
stay,bleibe,EN-GE
structure,struktur,EN-GE
view,aussicht,EN-GE
visit,besuch,EN-GE
visual,visuell,EN-GE
write,schreiben,EN-GE
wrong,falsch,EN-GE
account,konto,EN-GE
advertising,werbung,EN-GE
affect,beeinflussen,EN-GE
ago,vor,EN-GE
anyone,jemand,EN-GE
approach,ansatz,EN-GE
avoid,vermeiden,EN-GE
ball,ball,EN-GE
behind,hinter,EN-GE
certainly,sicherlich,EN-GE
concerned,besorgt,EN-GE
cover,abdeckung,EN-GE
discipline,disziplin,EN-GE
location,lage,EN-GE
medium,mittel,EN-GE
normally,normalerweise,EN-GE
prepare,bereiten,EN-GE
quick,schnell,EN-GE
ready,bereit,EN-GE
report,bericht,EN-GE
rise,erhebt euch,EN-GE
share,aktie,EN-GE
success,erfolg,EN-GE
addition,zusatz,EN-GE
apartment,wohnung,EN-GE
balance,balance,EN-GE
bit,bit,EN-GE
black,schwarz,EN-GE
bottom,boden,EN-GE
build,bauen,EN-GE
choice,wahl,EN-GE
education,ausbildung,EN-GE
gift,geschenk,EN-GE
impact,einfluss,EN-GE
machine,maschine,EN-GE
math,mathe,EN-GE
moment,moment,EN-GE
painting,malerei,EN-GE
politics,politik,EN-GE
shape,gestalten,EN-GE
straight,gerade,EN-GE
tool,werkzeug,EN-GE
walk,gehen,EN-GE
white,weiß,EN-GE
wind,wind,EN-GE
achieve,erreichen,EN-GE
address,adresse,EN-GE
attention,aufmerksamkeit,EN-GE
average,durchschnittlich,EN-GE
believe,glauben,EN-GE
beyond,darüber hinaus,EN-GE
career,karriere,EN-GE
culture,kultur,EN-GE
decision,entscheidung,EN-GE
direct,direkt,EN-GE
event,event,EN-GE
excellent,ausgezeichnet,EN-GE
extra,extra,EN-GE
intelligent,intelligent,EN-GE
interesting,interessant,EN-GE
junior,junior,EN-GE
morning,morgen,EN-GE
pick,auswählen,EN-GE
poor,arm,EN-GE
pot,pot,EN-GE
pretty,ziemlich,EN-GE
property,eigentum,EN-GE
receive,erhalten,EN-GE
seem,scheinen,EN-GE
shopping,einkaufen,EN-GE
sign,schild,EN-GE
student,schüler,EN-GE
table,tabelle,EN-GE
task,aufgabe,EN-GE
unique,einzigartig,EN-GE
wood,holz,EN-GE
anything,etwas,EN-GE
classic,klassisch,EN-GE
competition,wettbewerb,EN-GE
condition,bedingung,EN-GE
contact,kontakt,EN-GE
credit,kredit,EN-GE
currently,zur zeit,EN-GE
discuss,diskutieren,EN-GE
distribution,verteilung,EN-GE
egg,ei,EN-GE
entertainment,unterhaltung,EN-GE
final,finale,EN-GE
happy,glücklich,EN-GE
hope,hoffnung,EN-GE
ice,eis,EN-GE
lift,aufzug,EN-GE
mix,mischen,EN-GE
network,netzwerk,EN-GE
north,norden,EN-GE
office,büro,EN-GE
overall,insgesamt,EN-GE
population,bevölkerung,EN-GE
president,präsident,EN-GE
private,privatgelände,EN-GE
realize,realisieren,EN-GE
responsible,verantwortlich,EN-GE
separate,getrennte,EN-GE
square,platz,EN-GE
stop,halt,EN-GE
teach,lehren,EN-GE
unit,einheit,EN-GE
western,western,EN-GE
yes,ja,EN-GE
alone,allein,EN-GE
attempt,versuchen,EN-GE
category,kategorie,EN-GE
cigarette,zigarette,EN-GE
concern,betreffen,EN-GE
contain,enthalten,EN-GE
context,kontext,EN-GE
cute,niedlich,EN-GE
date,datum,EN-GE
effect,bewirken,EN-GE
extremely,äußerst,EN-GE
familiar,familiär,EN-GE
finally,endlich,EN-GE
fly,fliege,EN-GE
follow,folgen,EN-GE
helpful,hilfreich,EN-GE
introduction,einführung,EN-GE
link,link,EN-GE
official,offiziell,EN-GE
opportunity,gelegenheit,EN-GE
perfect,perfekt,EN-GE
performance,performance,EN-GE
post,post,EN-GE
recent,kürzlich,EN-GE
refer,beziehen,EN-GE
solve,lösen,EN-GE
star,star,EN-GE
voice,stimme,EN-GE
willing,bereit,EN-GE
born,geboren,EN-GE
bright,hell,EN-GE
broad,breit,EN-GE
capital,hauptstadt,EN-GE
challenge,herausforderung,EN-GE
comfortable,gemütlich,EN-GE
constantly,ständig,EN-GE
describe,beschreiben,EN-GE
despite,trotz,EN-GE
driver,treiber,EN-GE
flat,wohnung,EN-GE
flight,flug,EN-GE
friend,freund,EN-GE
gain,gewinnen,EN-GE
him,ihm,EN-GE
length,länge,EN-GE
magazine,zeitschrift,EN-GE
maybe,könnte sein,EN-GE
newspaper,zeitung,EN-GE
nice,nett,EN-GE
prefer,bevorzugen,EN-GE
prevent,verhindern,EN-GE
properly,richtig,EN-GE
relationship,beziehung,EN-GE
rich,reich,EN-GE
save,sparen,EN-GE
self,selbst,EN-GE
shot,schuss,EN-GE
soon,bald,EN-GE
specifically,speziell,EN-GE
stand,stand,EN-GE
teaching,lehren,EN-GE
warm,warm,EN-GE
wonderful,wunderbar,EN-GE
young,junger,EN-GE
ahead,voraus,EN-GE
brush,bürste,EN-GE
cell,zelle,EN-GE
couple,paar,EN-GE
daily,täglich,EN-GE
dealer,händler,EN-GE
debate,debatte,EN-GE
discover,entdecken,EN-GE
ensure,dafür sorgen,EN-GE
exit,ausfahrt,EN-GE
expect,erwarten von,EN-GE
experienced,erfahren,EN-GE
fail,fehlschlagen,EN-GE
finding,finden,EN-GE
front,vorderseite,EN-GE
function,funktion,EN-GE
heavy,schwer,EN-GE
hello,hallo,EN-GE
highly,höchst,EN-GE
immediately,sofort,EN-GE
impossible,unmöglich,EN-GE
invest,investieren,EN-GE
lack,mangel,EN-GE
lake,see,EN-GE
lead,führen,EN-GE
listen,hören,EN-GE
living,leben,EN-GE
member,mitglied,EN-GE
message,nachricht,EN-GE
phone,telefon,EN-GE
plant,pflanze,EN-GE
plastic,kunststoff,EN-GE
reduce,reduzieren,EN-GE
relatively,verhältnismäßig,EN-GE
scene,szene,EN-GE
serious,ernst,EN-GE
slowly,langsam,EN-GE
speak,sprechen,EN-GE
spot,stelle,EN-GE
summer,sommer-,EN-GE
taste,geschmack,EN-GE
theme,thema,EN-GE
towards,richtung,EN-GE
track,verfolgen,EN-GE
valuable,wertvoll,EN-GE
whatever,was auch immer,EN-GE
wing,flügel,EN-GE
worry,sorge,EN-GE
appear,erscheinen,EN-GE
appearance,aussehen,EN-GE
association,verband,EN-GE
brain,gehirn,EN-GE
button,taste,EN-GE
click,klicken,EN-GE
concept,konzept,EN-GE
correct,korrekt,EN-GE
customer,kunde,EN-GE
death,tod,EN-GE
desire,verlangen,EN-GE
discussion,diskussion,EN-GE
explain,erklären,EN-GE
explore,erforschen,EN-GE
express,ausdrücken,EN-GE
fairly,ziemlich,EN-GE
fixed,festgelegt,EN-GE
foot,fuß,EN-GE
gas,gas,EN-GE
handle,griff,EN-GE
housing,gehäuse,EN-GE
huge,enorm,EN-GE
inflation,inflation,EN-GE
influence,einfluss,EN-GE
insurance,versicherung,EN-GE
involve,beteiligen,EN-GE
leading,führen,EN-GE
lose,verlieren,EN-GE
meet,treffen,EN-GE
mood,stimmung,EN-GE
notice,beachten,EN-GE
primarily,in erster linie,EN-GE
rain,regen,EN-GE
rare,selten,EN-GE
release,freisetzung,EN-GE
sell,verkaufen,EN-GE
slow,langsam,EN-GE
technical,technisch,EN-GE
typical,typisch,EN-GE
upon,auf,EN-GE
wall,mauer,EN-GE
woman,frau,EN-GE
advice,rat,EN-GE
afford,sich leisten,EN-GE
agree,zustimmen,EN-GE
base,base,EN-GE
blood,blut,EN-GE
clean,reinigen,EN-GE
competitive,wettbewerbsfähig,EN-GE
completely,vollständig,EN-GE
critical,kritisch,EN-GE
damage,beschädigung,EN-GE
distance,entfernung,EN-GE
effort,anstrengung,EN-GE
electronic,elektronisch,EN-GE
expression,ausdruck,EN-GE
feeling,gefühl,EN-GE
finish,fertig,EN-GE
fresh,frisch,EN-GE
hear,hören,EN-GE
immediate,sofortig,EN-GE
importance,bedeutung,EN-GE
normal,normal,EN-GE
opinion,meinung,EN-GE
otherwise,andernfalls,EN-GE
pair,paar,EN-GE
payment,zahlung,EN-GE
plus,plus,EN-GE
press,drücken sie,EN-GE
reality,wirklichkeit,EN-GE
remain,bleiben übrig,EN-GE
represent,darstellen,EN-GE
responsibility,verantwortung,EN-GE
ride,reiten,EN-GE
savings,ersparnisse,EN-GE
secret,geheimnis,EN-GE
situation,lage,EN-GE
skill,fähigkeit,EN-GE
spread,ausbreitung,EN-GE
spring,feder,EN-GE
staff,personal,EN-GE
statement,erklärung,EN-GE
sugar,zucker,EN-GE
target,ziel,EN-GE
text,text,EN-GE
tough,zäh,EN-GE
ultimately,ultimativ,EN-GE
wait,warte ab,EN-GE
wealth,reichtum,EN-GE
whenever,wann immer,EN-GE
whose,deren,EN-GE
widely,weit,EN-GE
animal,tier,EN-GE
application,anwendung,EN-GE
apply,gelten,EN-GE
author,autor,EN-GE
aware,bewusst,EN-GE
brown,braun,EN-GE
budget,budget,EN-GE
cheap,billig,EN-GE
city,stadt,EN-GE
complicated,kompliziert,EN-GE
county,county,EN-GE
deep,tief,EN-GE
depth,tiefe,EN-GE
discount,rabatt,EN-GE
display,anzeigen,EN-GE
educational,bildungseinrichtungen,EN-GE
environmental,umweltschutz,EN-GE
estate,grundstück,EN-GE
file,datei,EN-GE
flow,fließen,EN-GE
forget,vergessen,EN-GE
foundation,stiftung,EN-GE
global,global,EN-GE
grandmother,oma,EN-GE
ground,boden,EN-GE
heart,herz,EN-GE
hit,hit,EN-GE
legal,rechtlichen,EN-GE
lesson,lektion,EN-GE
minute,minute,EN-GE
near,in der nähe von,EN-GE
objective,objektiv,EN-GE
officer,offizier,EN-GE
perspective,perspektive,EN-GE
phase,phase,EN-GE
photo,foto,EN-GE
recently,vor kurzem,EN-GE
recipe,rezept,EN-GE
recommend,empfehlen,EN-GE
reference,referenz,EN-GE
register,neu registrieren,EN-GE
relevant,relevant,EN-GE
rely,sich verlassen,EN-GE
secure,sichern,EN-GE
seriously,ernst,EN-GE
shoot,schießen,EN-GE
sky,himmel,EN-GE
stage,stufe,EN-GE
stick,stock,EN-GE
studio,studio,EN-GE
thin,dünn,EN-GE
title,titel,EN-GE
topic,thema,EN-GE
touch,berühren,EN-GE
trouble,ärger,EN-GE
vary,variieren,EN-GE
accurate,genau,EN-GE
advanced,fortgeschritten,EN-GE
bowl,schüssel,EN-GE
bridge,brücke,EN-GE
