figure,zahl
improve,verbessern
man,mann
model,modell-
necessary,notwendig
positive,positiv
produce,produzieren
search,suche
source,quelle
beginning,anfang
child,kind
earth,erde
else,sonst
healthy,gesund
instance,beispiel
maintain,pflegen
month,monat
present,geschenk
program,programm
spend,verbringen
talk,sich unterhalten
truth,wahrheit
upset,verärgert
begin,start
chicken,hähnchen
close,schließen
creative,kreativ
design,entwurf
feature,feature
financial,finanziellen
head,kopf
marketing,marketing
material,stoff
medical,medizinisch
purpose,zweck
question,frage
rock,rock
salt,salz
tell,sagen
themselves,sich
traditional,traditionellen
university,universität
writing,schreiben
act,handlung
article,artikel
birth,geburt
car,auto
cost,kosten
department,abteilung
difference,unterschied
dog,hund
drive,fahrt
exist,existieren
federal,föderal
goal,tor
green,grün
late,spät
news,nachrichten
object,objekt
scale,rahmen
sun,sonne
support,unterstützen
tend,neigen
thus,so
audience,publikum
enjoy,genießen
entire,ganz
fishing,angeln
fit,passen
glad,froh
growth,wachstum
income,einkommen
marriage,ehe
note,hinweis
perform,ausführen
profit,profitieren
proper,ordnungsgemäß
related,bezogen
remove,entfernen
rent,miete
return,rückkehr
run,lauf
speed,geschwindigkeit
strong,stark
style,stil
throughout,während
user,benutzer
war,krieg
actual,tatsächlich
appropriate,angemessen
bank,bank
combination,kombination
complex,komplex
content,inhalt
craft,kunst
due,während
easily,leicht
effective,wirksam
eventually,schließlich
exactly,genau
failure,fehler
half,hälfte
inside,innen
meaning,bedeutung
medicine,medizin
middle,mitte
outside,draußen
philosophy,philosophie
regular,regulär
reserve,reservieren
standard,standard
bus,bus
decide,entscheiden
exchange,austausch-
eye,auge
fast,schnell
fire,feuer
identify,identifizieren
independent,unabhängig
leave,verlassen
original,original
position,position
pressure,druck
reach,erreichen
rest,sich ausruhen
serve,dienen
stress,stress
teacher,lehrer
watch,uhr
wide,breit
advantage,vorteil
beautiful,schön
benefit,vorteil
box,box
charge,berechnen
communication,kommunikation
complete,komplett
continue,fortsetzen
frame,rahmen
issue,problem
limited,begrenzt
night,nacht-
protect,schützen
require,erfordern
significant,signifikant
step,schritt
successful,erfolgreich
unless,es sei denn
active,aktiv
break,unterbrechung
chemistry,chemie
cycle,zyklus
disease,krankheit
disk,scheibe
electrical,elektrisch
energy,energie
expensive,teuer
face,gesicht
interested,interessiert
item,artikel
metal,metall
nation,nation
negative,negativ
occur,auftreten
paint,farbe
pregnant,schwanger
review,überprüfung
road,straße
role,rolle
room,zimmer
safe,safe
screen,bildschirm
soup,suppe
stay,bleibe
structure,struktur
view,aussicht
visit,besuch
visual,visuell
write,schreiben
wrong,falsch
account,konto
advertising,werbung
affect,beeinflussen
ago,vor
anyone,jemand
approach,ansatz
avoid,vermeiden
ball,ball
behind,hinter
certainly,sicherlich
concerned,besorgt
cover,abdeckung
discipline,disziplin
location,lage
medium,mittel
normally,normalerweise
prepare,bereiten
quick,schnell
ready,bereit
report,bericht
rise,erhebt euch
share,aktie
success,erfolg
addition,zusatz
apartment,wohnung
balance,balance
bit,bit
black,schwarz
bottom,boden
build,bauen
choice,wahl
education,ausbildung
gift,geschenk
impact,einfluss
machine,maschine
math,mathe
moment,moment
painting,malerei
politics,politik
shape,gestalten
straight,gerade
tool,werkzeug
walk,gehen
white,weiß
wind,wind
achieve,erreichen
address,adresse
attention,aufmerksamkeit
average,durchschnittlich
believe,glauben
beyond,darüber hinaus
career,karriere
culture,kultur
decision,entscheidung
direct,direkt
event,event
excellent,ausgezeichnet
extra,extra
intelligent,intelligent
interesting,interessant
junior,junior
morning,morgen
pick,auswählen
poor,arm
pot,pot
pretty,ziemlich
property,eigentum
receive,erhalten
seem,scheinen
shopping,einkaufen
sign,schild
student,schüler
table,tabelle
task,aufgabe
unique,einzigartig
wood,holz
anything,etwas
classic,klassisch
competition,wettbewerb
condition,bedingung
contact,kontakt
credit,kredit
currently,zur zeit
discuss,diskutieren
distribution,verteilung
egg,ei
entertainment,unterhaltung
final,finale
happy,glücklich
hope,hoffnung
ice,eis
lift,aufzug
mix,mischen
network,netzwerk
north,norden
office,büro
overall,insgesamt
population,bevölkerung
president,präsident
private,privatgelände
realize,realisieren
responsible,verantwortlich
separate,getrennte
square,platz
stop,halt
teach,lehren
unit,einheit
western,western
yes,ja
alone,allein
attempt,versuchen
category,kategorie
cigarette,zigarette
concern,betreffen
contain,enthalten
context,kontext
cute,niedlich
date,datum
effect,bewirken
extremely,äußerst
familiar,familiär
finally,endlich
fly,fliege
follow,folgen
helpful,hilfreich
introduction,einführung
link,link
official,offiziell
opportunity,gelegenheit
perfect,perfekt
performance,performance
post,post
recent,kürzlich
refer,beziehen
solve,lösen
star,star
voice,stimme
willing,bereit
born,geboren
bright,hell
broad,breit
capital,hauptstadt
challenge,herausforderung
comfortable,gemütlich
constantly,ständig
describe,beschreiben
despite,trotz
driver,treiber
flat,wohnung
flight,flug
friend,freund
gain,gewinnen
him,ihm
length,länge
magazine,zeitschrift
maybe,könnte sein
newspaper,zeitung
nice,nett
prefer,bevorzugen
prevent,verhindern
properly,richtig
relationship,beziehung
rich,reich
save,sparen
self,selbst
shot,schuss
soon,bald
specifically,speziell
stand,stand
teaching,lehren
warm,warm
wonderful,wunderbar
young,junger
ahead,voraus
brush,bürste
cell,zelle
couple,paar
daily,täglich
dealer,händler
debate,debatte
discover,entdecken
ensure,dafür sorgen
exit,ausfahrt
expect,erwarten von
experienced,erfahren
fail,fehlschlagen
finding,finden
front,vorderseite
function,funktion
heavy,schwer
hello,hallo
highly,höchst
immediately,sofort
impossible,unmöglich
invest,investieren
lack,mangel
lake,see
lead,führen
listen,hören
living,leben
member,mitglied
message,nachricht
phone,telefon
plant,pflanze
plastic,kunststoff
reduce,reduzieren
relatively,verhältnismäßig
scene,szene
serious,ernst
slowly,langsam
speak,sprechen
spot,stelle
summer,sommer-
taste,geschmack
theme,thema
towards,richtung
track,verfolgen
valuable,wertvoll
whatever,was auch immer
wing,flügel
worry,sorge
appear,erscheinen
appearance,aussehen
association,verband
brain,gehirn
button,taste
click,klicken
concept,konzept
correct,korrekt
customer,kunde
death,tod
desire,verlangen
discussion,diskussion
explain,erklären
explore,erforschen
express,ausdrücken
fairly,ziemlich
fixed,festgelegt
foot,fuß
gas,gas
handle,griff
housing,gehäuse
huge,enorm
inflation,inflation
influence,einfluss
insurance,versicherung
involve,beteiligen
leading,führen
lose,verlieren
meet,treffen
mood,stimmung
notice,beachten
primarily,in erster linie
rain,regen
rare,selten
release,freisetzung
sell,verkaufen
slow,langsam
technical,technisch
typical,typisch
upon,auf
wall,mauer
woman,frau
advice,rat
afford,sich leisten
agree,zustimmen
base,base
blood,blut
clean,reinigen
competitive,wettbewerbsfähig
completely,vollständig
critical,kritisch
damage,beschädigung
distance,entfernung
effort,anstrengung
electronic,elektronisch
expression,ausdruck
feeling,gefühl
finish,fertig
fresh,frisch
hear,hören
immediate,sofortig
importance,bedeutung
normal,normal
opinion,meinung
otherwise,andernfalls
pair,paar
payment,zahlung
plus,plus
press,drücken sie
reality,wirklichkeit
remain,bleiben übrig
represent,darstellen
responsibility,verantwortung
ride,reiten
savings,ersparnisse
secret,geheimnis
situation,lage
skill,fähigkeit
spread,ausbreitung
spring,feder
staff,personal
statement,erklärung
sugar,zucker
target,ziel
text,text
tough,zäh
ultimately,ultimativ
wait,warte ab
wealth,reichtum
whenever,wann immer
whose,deren
widely,weit
animal,tier
application,anwendung
apply,gelten
author,autor
aware,bewusst
brown,braun
budget,budget
cheap,billig
city,stadt
complicated,kompliziert
county,county
deep,tief
depth,tiefe
discount,rabatt
display,anzeigen
educational,bildungseinrichtungen
environmental,umweltschutz
estate,grundstück
file,datei
flow,fließen
forget,vergessen
foundation,stiftung
global,global
grandmother,oma
ground,boden
heart,herz
hit,hit
legal,rechtlichen
lesson,lektion
minute,minute
near,in der nähe von
objective,objektiv
officer,offizier
perspective,perspektive
phase,phase
photo,foto
recently,vor kurzem
recipe,rezept
recommend,empfehlen
reference,referenz
register,neu registrieren
relevant,relevant
rely,sich verlassen
secure,sichern
seriously,ernst
shoot,schießen
sky,himmel
stage,stufe
stick,stock
studio,studio
thin,dünn
title,titel
topic,thema
touch,berühren
trouble,ärger
vary,variieren
accurate,genau
advanced,fortgeschritten
bowl,schüssel
bridge,brücke
campaign,kampagne
cancel,stornieren
capable,fähig
character,charakter
chemical,chemisch
club,verein
collection,sammlung
cool,cool
cry,schrei
dangerous,gefährlich
depression,depression
dump,dump
edge,rand
evidence,beweismittel
extreme,extrem
fan,ventilator
frequently,häufig
fully,völlig
generate,generieren
imagination,phantasie
letter,brief
lock,sperren
maximum,maximal
mostly,meist
myself,mich selber
naturally,natürlich
nearly,fast
novel,roman
obtain,erhalten
occasionally,gelegentlich
option,option
organized,organisiert
pack,pack
park,park
passion,leidenschaft
percentage,prozentsatz
plenty,viel
push,drücken
quarter,quartal
resource,ressource
select,wählen
setting,rahmen
skin,haut
sort,sortieren
weight,gewicht
accept,akzeptieren
ad,anzeige
agency,agentur
baby,baby
background,hintergrund
carefully,vorsichtig
carry,tragen
clearly,deutlich
college,hochschule
communicate,kommunizieren
complain,beschweren
conflict,konflikt
connection,verbindung
criticism,kritik
debt,schulden
depend,abhängen
description,beschreibung
die,sterben
dish,gericht
dramatic,dramatisch
eat,essen
efficient,effizient
enter,eingeben
essentially,im wesentlichen
exact,genau
factor,faktor
fair,messe
fill,füllen
fine,fein
formal,formale
forward,vorwärts-
fruit,frucht
glass,glas
happen,geschehen
indicate,zeigen
joint,joint
jump,springen
kick,kick
master,meister
memory,erinnerung
muscle,muskel
opposite,gegenteil
pass,bestehen
patience,geduld
pitch,tonhöhe
possibly,möglicherweise
powerful,kraftvoll
red,rot
remote,fernbedienung
secretary,sekretariat
slightly,leicht
solution,lösung
somewhat,etwas
strength,stärke
suggest,vorschlagen
survive,überleben
total,gesamt
traffic,verkehr
treat,behandeln
trip,ausflug
vast,groß
vegetable,gemüse
abuse,missbrauch
administration,verwaltung
appeal,beschwerde
appreciate,schätzen
aspect,aspekt
attitude,haltung
beat,schlagen
burn,brennen
chart,diagramm
compare,vergleichen
deposit,anzahlung
director,direktor
equally,gleichermaßen
foreign,ausländische
gear,gang
greatly,sehr
hungry,hungrig
ideal,ideal
imagine,mir vorstellen
kitchen,küche
land,land
log,log
lost,hat verloren
manage,verwalten
mother,mutter
necessarily,notwendig
net,netz
party,party
personality,persönlichkeit
personally,persönlich
practical,praktisch
principle,prinzip
print,drucken
psychological,psychologische
psychology,psychologie
raise,erziehen
rarely,selten
recommendation,empfehlung
regularly,regelmäßig
relative,relativ
response,antwort
sale,verkauf
season,jahreszeit
selection,auswahl
severe,schwer
signal,signal
similarly,ähnlich
sleep,schlaf
smooth,glatt
somewhere,irgendwo
spirit,geist
storage,lagerung
street,straße
suitable,geeignet
tree,baum
version,version
wave,welle
advance,voraus
alcohol,alkohol
anywhere,irgendwo
argument,streit
basically,im grunde
belt,gürtel
bench,bank
closed,abgeschlossen
closely,eng
commission,kommission
complaint,beschwerde
connect,verbinden
consist,bestehen
contract,vertrag
contribute,beitragen
copy,kopieren
dark,dunkel
differ,abweichen
double,doppelt
draw,zeichnen
drop,fallen
effectively,effektiv
emphasis,betonung
encourage,ermutigen
equal,gleich
everybody,jeder
expand,erweitern
firm,firma
fix,fix
frequent,häufig
highway,autobahn
hire,mieten
initially,anfänglich
internal,intern
join,beitreten
kill,töten
literally,buchstäblich
loss,verlust
mainly,hauptsächlich
membership,mitgliedschaft
merely,nur
minimum,minimum
numerous,zahlreich
path,pfad
possession,besitz
preparation,vorbereitung
progress,fortschritt
project,projekt
prove,beweisen
react,reagieren
recognize,erkenne
relax,entspannen sie sich
replace,ersetzen
sea,meer
sensitive,empfindlich
sit,sitzen
south,süd
status,status
steak,steak
stuff,sachen
sufficient,ausreichend
tap,tippen
ticket,fahrkarte
tour,tour
union,union
unusual,ungewöhnlich
win,gewinnen
agreement,zustimmung
angle,winkel
attack,attacke
blue,blau
borrow,leihen
breakfast,frühstück
cancer,krebs
claim,anspruch
confidence,vertrauen
consistent,konsistent
constant,konstante
cultural,kulturelle
currency,währung
daughter,tochter
degree,grad
doctor,arzt
dot,punkt
drag,ziehen
dream,traum
drink,getränk
duty,pflicht
earn,verdienen
emphasize,betonen
employment,beschäftigung
enable,aktivieren
engineering,ingenieurwesen
entry,eintrag
essay,aufsatz
existing,bestehende
famous,berühmt
father,vater
fee,gebühr
finance,finanzen
gently,sanft
guess,vermuten
hopefully,hoffentlich
hour,stunde
interaction,interaktion
juice,saft
limit,grenze
luck,glück
milk,milch
minor,geringer
mixed,gemischt
mixture,mischung
mouth,mund
nor,noch
operate,arbeiten
originally,ursprünglich
peace,frieden
pipe,rohr
please,bitte
preference,bevorzugen
previous,zurück
pull,ziehen
pure,rein
raw,roh
reflect,reflektieren
region,region
republic,republik
roughly,grob
seat,sitz
send,senden
significantly,bedeutend
soft,weich
solid,solide
stable,stabil
storm,sturm
substance,substanz
team,mannschaft
tradition,tradition
trick,trick
virus,virus
wear,tragen
weird,seltsam
wonder,wunder
actor,darsteller
afraid,ängstlich
afternoon,nachmittag
amazing,tolle
annual,jährlich
anticipate,erwarten
assume,annehmen
bat,schläger
beach,strand
blank,leer
busy,beschäftigt
catch,fang
chain,kette
classroom,klassenzimmer
consideration,berücksichtigung
count,graf
cream,sahne
crew,crew
dead,tot
delivery,lieferanten
detail,detail
detailed,detailliert
device,gerät
difficulty,schwierigkeit
doubt,zweifel
drama,drama
election,wahl
engage,engagieren
engine,motor
enhance,verbessern
examine,untersuchen
false,falsch
feed,füttern
football,fußball
forever,für immer
gold,gold
guidance,beratung
hotel,hotel
impress,beeindrucken
install,installieren
interview,interview
kid,kind
mark,kennzeichen
match,spiel
mission,mission
nobody,niemand
obvious,offensichtlich
ourselves,uns selbst
owner,eigentümer
pain,schmerz
participate,teilnehmen
pleasure,vergnügen
priority,priorität
protection,schutz
repeat,wiederholen
round,runden
score,ergebnis
screw,schraube
seek,suchen
sex,sex
sharp,scharf
shop,geschäft
shower,dusche
sing,singen
slide,gleiten
strip,streifen
suggestion,vorschlag
suit,anzug
tension,spannung
thick,dick
tone,ton
totally,total
twice,zweimal
variation,variation
whereas,wohingegen
window,fenster
wise,weise
wish,wunsch
agent,agent
anxiety,angst
atmosphere,atmosphäre
awareness,das bewusstsein
band,band
bath,bad
block,block
bone,knochen
bread,brot
calendar,kalender
candidate,kandidat
cap,kappe
careful,vorsichtig
climate,klima
coat,mantel
collect,sammeln
combine,kombinieren
command,befehl
comparison,vergleich
confusion,verwechslung
construction,bau
contest,wettbewerb
corner,ecke
court,gericht
cup,tasse
dig,graben
district,kreis
divide,teilen
door,tür
east,osten
elevator,aufzug
elsewhere,anderswo
emotion,emotion
employee,mitarbeiter
employer,arbeitgeber
equivalent,gleichwertig
everywhere,überall
except,außer
finger,finger
garage,garage
guarantee,garantie
guest,gast
hang,aufhängen
height,höhe
himself,selbst
hole,loch
hook,haken
hunt,jagd
implement,implementieren
initial,initiale
intend,wollen
introduce,vorstellen
latter,letztere
layer,schicht
leadership,führung
lecture,vorlesung
lie,lüge
mall,einkaufszentrum
manager,manager
manner,weise
march,märz
married,verheiratet
meeting,sitzung
mention,erwähnen
narrow,eng
nearby,in der nähe
neither,weder
nose,nase
obviously,offensichtlich
operation,betrieb
parking,parken
partner,partner
perfectly,perfekt
physically,physisch
profile,profil
proud,stolz
recording,aufnahme
relate,beziehen
respect,die achtung
rice,reis
routine,routine
sample,sample
schedule,zeitplan
settle,absetzen
smell,geruch
somehow,irgendwie
spiritual,geistig
survey,umfrage
swimming,baden
telephone,telefon
tie,krawatte
tip,spitze
transportation,transport
unhappy,unzufrieden
wild,wild
winter,winter
absolutely,absolut
acceptable,akzeptabel
adult,erwachsene
aggressive,aggressiv
airline,fluggesellschaft
apart,ein teil
assure,versichern
attract,anlocken
bag,tasche
battle,schlacht
bed,bett
bill,rechnung
boring,langweilig
bother,mühe
brief,kurz
cake,kuchen
charity,nächstenliebe
code,code
cousin,cousin
crazy,verrückt
curve,kurve
designer,designer
dimension,dimension
disaster,katastrophe
distinct,unterscheiden
distribute,verteilen
dress,kleid
ease,leichtigkeit
eastern,östlich
editor,herausgeber
efficiency,effizienz
emergency,notfall
escape,flucht
evening,abend
excitement,aufregung
expose,expose
extension,erweiterung
extent,umfang
farm,bauernhof
feedback,feedback
fight,kampf
gap,spalt
gather,versammeln
grade,klasse
guitar,gitarre
hate,hass
holiday,urlaub
homework,hausaufgaben
horror,horror
horse,pferd
host,gastgeber
husband,mann
leader,führer
loan,darlehen
logical,logisch
mistake,fehler
mom,mama
mountain,berg
nail,nagel
noise,lärm
none,keiner
occasion,gelegenheit
outcome,ergebnis
overcome,überwinden
owe,verdanken
package,paket
patient,geduldig
pause,pause
permission,erlaubnis
phrase,phrase
presentation,präsentation
prior,vor
promotion,beförderung
proof,beweis
race,rennen
reasonable,angemessen
reflection,betrachtung
refrigerator,kühlschrank
relief,relief
repair,reparieren
resolution,lösung
revenue,einnahmen
rough,rauh
sad,traurig
sand,sand
scratch,kratzen
sentence,satz
session,session
shoulder,schulter
sick,krank
singer,sänger
smoke,rauch
stomach,bauch
strange,komisch
strict,streng
strike,streik
string,zeichenfolge
succeed,gelingen
successfully,erfolgreich
suddenly,plötzlich
suffer,leiden
surprised,überrascht
tennis,tennis
throw,werfen
tourist,tourist
towel,handtuch
truly,wirklich
vacation,ferien
virtually,virtuell
west,west-
wheel,rad
wine,wein
acquire,erwerben
adapt,sich anpassen
adjust,einstellen
administrative,verwaltung
altogether,insgesamt
anyway,sowieso
argue,argumentieren
arise,entstehen
arm,arm
aside,beiseite
associate,assoziieren
automatic,automatisch
automatically,automatisch
basket,korb
bet,wette
blow,schlag
bonus,bonus
border,rand
branch,ast
breast,brust
brother,bruder
buddy,kumpel
bunch,bündel
cabinet,kabinett
childhood,kindheit
chip,chip
church,kirche
civil,bürgerlich
clothes,kleider
coach,trainer
coffee,kaffee
confirm,bestätigen
cross,kreuz
deeply,tief
definitely,bestimmt
deliberately,bewusst
dinner,abendessen
document,dokument
draft,entwurf
drawing,zeichnung
dust,staub
employ,beschäftigen
encouraging,ermutigend
expert,experte
external,extern
floor,boden
former,ehemalige
god,gott
golf,golf
habit,gewohnheit
hair,haar
hardly,kaum
hearing,anhörung
hurt,verletzen
illegal,illegal
incorporate,integrieren
initiative,initiative
iron,eisen
judge,richter
judgment,beurteilung
justify,rechtfertigen
knife,messer
lab,labor
landscape,landschaft
laugh,lachen
lay,legen
league,liga
loud,laut
mail,mail
massive,massiv
measurement,messung
mess,chaos
mobile,mobile
mode,modus
mud,schlamm
nasty,böse
native,native
opening,öffnung
orange,orange
ordinary,gewöhnlich
organize,organisieren
ought,sollen
parent,elternteil
pattern,muster
pin,stift
poetry,poesie
police,polizei
pool,schwimmbad
possess,besitzen
possibility,möglichkeit
pound,pfund
procedure,verfahren
queen,königin
ratio,verhältnis
readily,leicht
relation,beziehung
relieve,entlasten
request,anfordern
respond,reagieren
restaurant,restaurant
retain,behalten
royal,königlich
salary,gehalt
satisfaction,befriedigung
sector,sektor
senior,senior
shame,schande
shelter,schutz
shoe,schuh
shut,geschlossen
signature,unterschrift
significance,bedeutung
silver,silber-
somebody,jemand
song,lied
southern,süd-
split,teilt
strain,belastung
struggle,kampf
super,super
swim,schwimmen
tackle,angehen
tank,panzer
terribly,fürchterlich
tight,fest
tooth,zahn
town,stadt
train,zug
trust,vertrauen
unfair,unfair
unfortunately,unglücklicherweise
upper,obere
vehicle,fahrzeug
visible,sichtbar
volume,volumen
wash,waschen
waste,abfall
wife,ehefrau
yellow,gelb
yours,deine
accident,unfall
airport,flughafen
alive,am leben
angry,wütend
appointment,geplanter termin
arrival,ankunft
assist,helfen
assumption,annahme
bake,backen
bar,bar
baseball,baseball
bell,glocke
bike,fahrrad
blame,schuld
boy,junge
brick,ziegel
calculate,berechnen
chair,sessel
chapter,kapitel
closet,schrank
clue,hinweis
collar,halsband
comment,kommentar
committee,ausschuss
compete,konkurrieren
concerning,über
conference,konferenz
consult,konsultieren
conversation,konversation
convert,konvertieren
crash,absturz
database,datenbank
deliver,liefern
dependent,abhängig
desperate,verzweifelt
devil,teufel
diet,diät
enthusiasm,begeisterung
error,fehler
exciting,aufregend
explanation,erläuterung
extend,erweitern
farmer,farmer
fear,angst
fold,falten
forth,weiter
friendly,freundlich
fuel,treibstoff
funny,komisch
gate,tor
girl,mädchen
glove,handschuh
grab,greifen
gross,brutto
hall,halle
herself,sich
hide,verstecken
historian,historiker
hospital,krankenhaus
ill,krank
injury,verletzung
instruction,anweisung
investigate,untersuchen
jacket,jacke
lucky,glücklich
lunch,mittagessen
maintenance,instandhaltung
manufacturer,hersteller
meal,mahlzeit
miss,fräulein
monitor,monitor
mortgage,hypothek
negotiate,verhandeln
nurse,krankenschwester
pace,tempo
panic,panik
peak,haupt
perception,wahrnehmung
permit,erlauben
pie,kuchen
plane,ebene
poem,gedicht
presence,gegenwart
proposal,vorschlag
provided,sofern
qualify,qualifizieren
quote,zitat
realistic,realistisch
reception,rezeption
recover,erholen
replacement,ersatz
resolve,entschlossenheit
